key	description_generated	description_generated_from	genes_shown	model	prompt_version	status
reactome:R-HSA-1222449	Iron is a nutrient that host and pathogen compete for, and Mycobacterium tuberculosis meets the shortage by chelation: it synthesises the membrane-associated siderophore mycobactin and the polar, secreted exomycobactin (exochelin) to capture iron in the hostile environment of the macrophage. On the human side of this contest, lactoferrin is the relevant player. Secreted in milk, mucosal fluids and neutrophil granules and taken up into phagocytes, it binds ferric iron with high affinity and so enforces nutritional immunity, holding free iron in macrophages to vanishingly low concentrations and limiting bacterial replication. The mycobacterial siderophores bind iron more tightly still and can strip it from lactoferrin, which is why iron acquisition by chelation contributes to persistence of the bacillus inside host cells and why iron overload worsens tuberculosis outcome.	description+name+genes	1	claude-opus-5	v4	current
reactome:R-HSA-1222499	When Mycobacterium tuberculosis is taken up by a macrophage, it enters a phagosome that is acidified, stripped of essential metal ions, and filled with reactive oxygen and nitrogen species before lysosomal enzymes arrive; the bacillus counters each of these pressures and settles into a non-replicating, dormant state, the basis of latent tuberculosis that can reactivate years later. On the host side, this arm of the response centres on nutritional immunity: lactoferrin, an iron-binding glycoprotein delivered from neutrophil secondary granules and mucosal secretions, withholds iron from the pathogen, limits iron-driven radical chemistry, and has direct antimicrobial and immunomodulatory activity. Restricting metal availability suppresses bacterial metabolic activity and replication rather than killing the organism outright, so the outcome is containment within granulomas rather than clearance, and the standoff between macrophage starvation tactics and mycobacterial adaptation determines whether infection stays latent.	description+name+genes	1	claude-opus-5	v4	current
reactome:R-HSA-1222538	Activated macrophages attack ingested bacteria with nitric oxide and peroxynitrite, and Mycobacterium tuberculosis survives in the late phagosome largely because it can blunt this chemistry. Tolerance to macrophage-derived nitric oxide is therefore one of the determinants of bacterial persistence, latent infection and the failure of innate immunity to clear the pathogen. Reactive nitrogen species damage DNA, iron-sulfur centres, thiols and methionine residues, and the bacterium answers each: base-excision and alkylation repair restore single-base lesions, abundant mycothiol and methionine-rich proteins act as sacrificial scavengers whose nitrosated products are subsequently reduced, and truncated haemoglobins together with peroxiredoxins reduce nitric oxide and peroxynitrite directly. Thioredoxins and NADPH-dependent reductases regenerate the oxidised thiol pools that keep this detoxification running. The same defences shape how host nitric oxide contributes to granuloma control rather than sterilisation.	description+name	0	claude-opus-5	v4	out_of_universe
reactome:R-HSA-1222541	Cell redox homeostasis is the set of reactions by which a cell keeps its thiol pools reduced and detoxifies peroxides and other reactive oxygen species generated by metabolism or by an attacking immune system. In Mycobacterium tuberculosis this capacity is what allows the bacillus to survive the oxidative and nitrosative burst inside activated macrophages, and it is therefore a persistent focus of drug discovery. Catalase and peroxiredoxins do the peroxide-destroying chemistry, but they are only regenerated by a relay of disulfide-exchange proteins such as thioredoxins and mycothiol-linked carriers, which ultimately draw electrons from NAD(P)H through reductases including TrxB and the dihydrolipoamide dehydrogenase Lpd. Because the downstream peroxidases are extensively redundant, inhibition is most effective at these upstream NAD(P)H-dependent entry points, linking central carbon metabolism directly to antioxidant defence and intracellular persistence.	description+name	0	claude-opus-5	v3	superseded
reactome:R-HSA-1222541	Mycobacterium tuberculosis survives inside macrophages by neutralising the oxidative and nitrosative burst directed at it, and cell redox homeostasis is the network that makes this possible. Catalase and peroxiredoxin-type peroxidases destroy hydrogen peroxide and peroxynitrite, but they are not self-sufficient: each is re-reduced through relays of thiol-disulfide proteins such as thioredoxins, mycoredoxins and the lipoamide-bearing components of alpha-keto acid dehydrogenases, with electrons drawn ultimately from NADH or NADPH. Maintaining a reduced cytoplasmic thiol pool also supports biosynthetic reductions and protects iron-sulfur centres and DNA from damage. Because the peroxide-detoxifying arms are heavily redundant, inhibiting any single peroxidase is unlikely to be bactericidal; attention has instead turned to the upstream NAD(P)H-dependent reductases, including thioredoxin reductase and lipoamide dehydrogenase, that feed the entire cascade. Loss of this capacity leaves the bacterium vulnerable to host-derived oxidants.	description+name	0	claude-opus-5	v4	out_of_universe
reactome:R-HSA-1222556	After a neutrophil or macrophage engulfs a microbe, the phagosome is converted into a killing chamber, and the oxidative and nitrosative burst is the chemistry that does the killing. The membrane flavocytochrome formed by CYBA and CYBB, activated by the cytosolic factors NCF1, NCF2, NCF4 and the GTPase RAC2, transfers electrons from NADPH to oxygen to make superoxide, which dismutates to hydrogen peroxide; myeloperoxidase then converts peroxide to hypochlorous acid in neutrophils, while inducible nitric oxide synthase supplies nitric oxide that reacts with superoxide to form peroxynitrite. A voltage-gated proton channel and the vacuolar ATPase together set phagosomal pH and charge compensation, acidifying macrophage phagolysosomes for hydrolase activity, while SLC11A1 strips iron and manganese from the lumen. Loss of oxidase subunits causes chronic granulomatous disease, with recurrent bacterial and fungal infection and granuloma formation.	description+name+genes	36	claude-opus-5	v4	current
reactome:R-HSA-1226099	Fibroblast growth factor receptors normally translate FGF ligand binding into controlled proliferation, differentiation and skeletal patterning, and when that control is broken the receptors signal constitutively. Activating point mutations in FGFR1, FGFR2 and FGFR3 cause dwarfism syndromes such as achondroplasia and thanatophoric dysplasia and craniosynostosis syndromes including Apert, Crouzon, Pfeiffer and Muenke, by widening ligand specificity, forcing ligand-independent dimerisation through unpaired cysteines, or raising kinase activity. The same lesions recur somatically in cancer, notably FGFR3 in bladder carcinoma, alongside amplification and translocations that fuse the FGFR1 kinase domain to dimerisation domains from partners such as BCR, CNTRL, ZMYM2 or TRIM24 in myeloproliferative disease. Downstream output runs through FRS2, GRB2, SOS1 and RAS proteins, PI3K, PLCG1 and STAT factors, and the fusion-driven aberrant signalling here also engages transcription and mRNA-processing machinery.	description+name+genes	63	claude-opus-5	v4	current
reactome:R-HSA-1227986	Signaling by ERBB2 describes how the receptor tyrosine kinase ERBB2 (HER2), which binds no ligand of its own, drives epithelial proliferation, survival and differentiation by partnering with ligand-bound EGFR, ERBB3 or ERBB4. It is the pathway amplified in HER2-positive breast and gastric cancer and the target of trastuzumab and lapatinib, and its output governs normal mammary, cardiac and neural development through neuregulin signalling. Inactive ERBB2 is held by HSP90 and CDC37 and localised basolaterally by ERBIN; heterodimerisation displaces these partners and permits trans-autophosphorylation of C-terminal tyrosines that recruit GRB2, SHC1, GAB1 and PIK3R1, converging on RAS-RAF-MAP kinase, PI3K-AKT and phospholipase C gamma with PKC. Signal strength is set by counteracting machinery: phosphatases PTPN12 and PTPN18, Src-family and PTK6 kinases, and ubiquitin ligases RNF41, STUB1 and CUL5 that direct receptor degradation, with USP8 opposing them.	description+name+genes	50	claude-opus-5	v3	superseded
reactome:R-HSA-1227986	ERBB2 is the receptor tyrosine kinase that no ligand binds directly; it works instead as the preferred partner for EGFR, ERBB3 and ERBB4 once those receptors are engaged by EGF-family ligands or neuregulins, and the resulting heterodimers drive epithelial proliferation, survival and differentiation. Because a dimerization-ready receptor needs no ligand of its own, amplification of ERBB2 forces constitutive signalling and defines an aggressive subtype of breast and gastric cancer that is the target of receptor-directed antibodies and kinase inhibitors. Inactive receptor is held by HSP90 with CDC37, while ERBIN confines it to basolateral membrane in polarized epithelium. After dimerization, trans-autophosphorylated C-tail tyrosines recruit GRB2, SHC1, GAB1 and PI3K, feeding the RAS-RAF-MAP kinase cascade, AKT signalling and phospholipase C gamma. Ubiquitin ligases including RNF41 and STUB1, deubiquitination by USP8, and phosphatases such as PTPN12 and PTPN18 set signal duration and receptor turnover.	description+name+genes	50	claude-opus-5	v4	current
reactome:R-HSA-1227990	ERBB2 (HER2) is a receptor tyrosine kinase that drives proliferation and survival when it dimerizes with other EGF receptor family members, and in cancer it is a principal oncogenic driver as well as a drug target. Amplification and overexpression produce constitutively active, ligand-independent HER2 homodimers, while co-overexpression with ERBB3 or mutations in the extracellular, transmembrane/juxtamembrane and kinase domains stabilize active dimers and raise signal intensity. The resulting output runs through GRB2, SHC1, SOS1 and GAB1 to RAS proteins and to PI3K, engaging the MAPK and AKT routes that support growth-factor-independent growth. HSP90 with its cochaperone CDC37 stabilizes the receptor kinase, and PTPN12 and ERBIN act as negative regulators. Which alteration is present determines response to trastuzumab, pertuzumab and tyrosine kinase inhibitors, and secondary mutations underlie acquired resistance in breast, gastric and lung tumours.	description+name+genes	26	claude-opus-5	v4	current
reactome:R-HSA-1234158	Regulation of gene expression by Hypoxia-inducible Factor is the transcriptional arm of the cellular oxygen-sensing system, the step at which low oxygen is converted into a new pattern of gene activity. It drives erythropoietin production and red cell mass, angiogenesis through VEGFA, pH control via carbonic anhydrase IX, and a shift toward glycolytic metabolism, so tissues can survive ischaemia; constitutive activation of the same program sustains tumour vascularisation and is the basis of VHL-associated cancers. Stabilised HIF-alpha subunits (HIF1A, EPAS1, HIF3A) are imported into the nucleus, dimerise with ARNT, bind hypoxia-response elements, and recruit the coactivators CBP and p300 to build a productive transcription complex. Negative feedback through CITED2, which competes for coactivator binding, and mitochondrial targets such as HIGD1A that retune respiration, keep the response self-limiting and matched to oxygen availability.	description+name+genes	11	claude-opus-5	v3	superseded
reactome:R-HSA-1234158	Cells that run short of oxygen respond by rewiring transcription, and hypoxia-inducible factor is the switch that does it. When oxygen is plentiful the alpha subunits are degraded; when it falls they are stabilised, imported into the nucleus, and pair with the constitutive partner ARNT to bind hypoxia response elements, recruiting the CBP and p300 acetyltransferases to open target promoters. The output is an adaptive programme: erythropoietin to expand red cell mass, VEGFA to drive angiogenesis, carbonic anhydrase 9 to buffer pH, and mitochondrial adjustments through factors such as HIGD1A that tune respiration to available oxygen. CITED2 competes for the coactivators and damps the response, providing negative feedback. This axis governs development, wound healing and high-altitude adaptation, and its constitutive activation in kidney cancer and other tumours supplies the vascular supply that solid tumours depend on.	description+name+genes	11	claude-opus-5	v4	current
reactome:R-HSA-1234174	Cellular response to hypoxia is the transcriptional program that lets cells sense how much oxygen they have and adjust accordingly, driving erythropoietin production, angiogenesis through VEGFA, and a shift toward glycolytic metabolism. It underlies adaptation to altitude, wound healing and ischaemia, and its constitutive activation through loss of VHL causes clear cell renal carcinoma and other highly vascularised tumours. Oxygen availability is read out by dioxygenases: the prolyl hydroxylases EGLN1-3 and the asparaginyl hydroxylase HIF1AN use O2 as substrate to modify HIF1A, EPAS1 and HIF3A. Proline hydroxylation recruits a VHL-CUL2-RBX1 ubiquitin ligase, committing HIF-alpha to proteasomal destruction, while asparagine hydroxylation blocks recruitment of the coactivators p300/CBP. When oxygen falls, hydroxylation stalls, HIF-alpha accumulates, dimerises with ARNT and activates its targets; LIMD1-AJUBA scaffolds and CITED2 tune the output.	description+name+genes	62	claude-opus-5	v3	superseded
reactome:R-HSA-1234174	Cells must sense how much oxygen they have and adjust transcription accordingly, and this hypoxia response is the mechanism, built around the HIF-alpha transcription factors HIF1A, EPAS1 and HIF3A. It drives erythropoietin production to raise red cell mass, VEGFA-dependent angiogenesis, and a shift toward glycolytic metabolism with carbonic anhydrase 9 to manage the resulting acid load; tumours exploit it to vascularise themselves, and loss of VHL causes constitutive activation and renal cancer. Oxygen acts as a substrate for the prolyl hydroxylases EGLN1-3 and the asparaginyl hydroxylase HIF1AN: proline hydroxylation recruits a VHL-CUL2-RBX1-elongin ubiquitin ligase that marks HIF-alpha for proteasomal destruction, while asparagine hydroxylation blocks recruitment of the coactivators p300 and CBP. When oxygen falls, both reactions stall, HIF-alpha accumulates, dimerises with ARNT and activates its targets. LIMD1 and related scaffolds assemble the hydroxylase-VHL machinery.	description+name+genes	62	claude-opus-5	v4	current
reactome:R-HSA-1234176	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha is the cell's oxygen sensor: it destroys the HIF transcription factor whenever oxygen is plentiful, and stops doing so when it is not. This switch controls erythropoietin production, angiogenesis, and the shift to glycolytic metabolism, and its failure underlies VHL disease, familial erythrocytosis, and the pseudo-hypoxic metabolic state of many tumours. Prolyl hydroxylases EGLN1/2/3 use molecular oxygen, iron and 2-oxoglutarate to modify conserved prolines in HIF1A, EPAS1 and HIF3A; cytosolic EGLN2 (PHD2) sets the basal rate. Hydroxyproline creates a binding site for VHL within a cullin-RING E3 ligase built on Elongin B/C, CUL2 and RBX1, which polyubiquitinates HIF-alpha for rapid proteasomal degradation. LIMD1-family scaffolds assemble hydroxylase and ligase together. Under hypoxia the reaction stalls, HIF-alpha accumulates, enters the nucleus and drives the adaptive transcriptional response.	description+name+genes	53	claude-opus-5	v3	superseded
reactome:R-HSA-1234176	This is the oxygen sensor that keeps the hypoxic response switched off when oxygen is plentiful. Prolyl hydroxylases EGLN1, EGLN2 and EGLN3 use molecular oxygen, 2-oxoglutarate and iron to hydroxylate specific prolines in the HIF-alpha subunits HIF1A, EPAS1 and HIF3A; the modified proline creates a binding site for VHL within a cullin-RING ligase containing CUL2, RBX1, ELOB and ELOC, which polyubiquitinates HIF-alpha for destruction by the 26S proteasome. Because the reaction needs oxygen as a substrate, hypoxia stalls hydroxylation, HIF-alpha escapes degradation and enters the nucleus to drive erythropoietin, glycolytic and angiogenic gene expression. LIMD1, AJUBA and WTIP scaffold the hydroxylases with VHL to sharpen the response. Loss of VHL or EGLN1 function causes constitutive HIF signalling, underlying familial erythrocytosis, paraganglioma and clear cell renal carcinoma.	description+name+genes	53	claude-opus-5	v4	current
reactome:R-HSA-1236382	Mutations in EGFR that lock the receptor in its active conformation drive a large fraction of non-small-cell lung cancers and, through extracellular-domain substitutions, many glioblastomas. These ligand-responsive cancer variants still bind and respond to EGF but dimerize and autophosphorylate spontaneously, so growth and survival signalling runs continuously without a growth factor cue. Adaptors such as GRB2, SHC1, GAB1 and SOS1 couple the mutant receptor to RAS-family GTPases and the MAP kinase cascade, to PI3K and AKT, and to PLCG1, producing sustained proliferation and resistance to apoptosis. Signalling is also unusually long-lived: the HSP90 chaperone with its kinase-specific co-chaperone CDC37 stabilises the mutant kinase and blunts CBL-mediated ubiquitination, delaying the receptor degradation that normally terminates wild-type responses. This biology underlies the clinical sensitivity of such tumours to reversible EGFR tyrosine kinase inhibitors and the resistance conferred by secondary kinase-domain changes.	description+name+genes	19	claude-opus-5	v4	current
reactome:R-HSA-1236394	ERBB4/HER4 is the receptor tyrosine kinase of the EGF receptor family that responds to neuregulins NRG1-NRG4 as well as EGF-like ligands such as betacellulin, epiregulin and HB-EGF, and its signalling shapes heart development, mammary differentiation and lactation, and the wiring and GABAergic function of cortical interneurons, with disrupted neuregulin-ERBB4 activity linked to schizophrenia risk. Ligand binding drives dimerisation and autophosphorylation, recruiting SHC1, GRB2 and SOS1 to RAS-MAPK and the PI3K subunits p85/p110 to AKT. Uniquely among these receptors, juxtamembrane isoforms are cleaved by ADAM17 and then by the presenilin-containing gamma-secretase complex, liberating a soluble intracellular domain that enters the nucleus as a co-regulator with STAT5A on beta-casein, with estrogen receptor, with YAP1 in Hippo output, and with NCOR1-TAB complexes repressing astrocyte genes. WWP1, ITCH and NEDD4 ubiquitinate the receptor and its fragments, while WWOX sequesters the released domain from the nucleus.	description+name+genes	58	claude-opus-5	v4	current
reactome:R-HSA-1236973	Dendritic cells that engulf microbes, dying cells or tumour debris must present peptides from that material on MHC class I, so that CD8 T cells can be primed against pathogens and tumours they never directly encountered. Cross-presentation of particulate antigens taken up into phagosomes is more efficient than presentation of soluble protein, and it underlies cytotoxic T cell priming during infection and antitumour immunity. The genes here cover the first two requirements: recognition and uptake of the particle, through the scavenger receptor CD36 and the integrin pair that mediates engulfment of apoptotic cells, and control of the phagosomal environment by the NADPH oxidase, whose membrane flavocytochrome and cytosolic regulatory subunits assemble on the phagosome. Oxidase activity alkalinizes the lumen and restrains proteolysis, preserving epitopes for loading on MHC class I by either vacuolar or cytosolic routes.	description+name+genes	8	claude-opus-5	v4	current
reactome:R-HSA-1236974	Cross-presentation lets dendritic cells and macrophages display peptides from engulfed extracellular material on MHC class I, priming cytotoxic T cells against tumours and against viruses that never infect the presenting cell itself. In the ER-phagosome model, endoplasmic reticulum membrane is delivered to the forming phagosome, so that the machinery normally confined to the secretory pathway operates on a phagocytic compartment. Sec61 channels export internalised antigen to the cytosol for degradation by the proteasome and immunoproteasome, TAP1/TAP2 pump the resulting peptides back in, and tapasin, calreticulin, ERp57 and beta-2 microglobulin assemble them onto class I heavy chains. SNAREs such as SEC22B, STX4 and SNAP23 direct the membrane fusion, while TLR and MyD88 signalling from the ingested cargo licenses the response.	description+name+genes	82	claude-opus-5	v4	current
reactome:R-HSA-1236975	Cross-presentation lets antigen-presenting cells, above all dendritic cells, display peptides from material they took up from outside on MHC class I, so that CD8+ T cells can be primed against viruses and tumours that never infected the presenting cell itself. Without it, cytotoxic immunity would be limited to directly infected cells, and the same route can instead impose tolerance to harmless self antigens. Exogenous cargo is captured by scavenger and lectin receptors such as CD36, MRC1 and langerin, or by Fc receptors, and delivered to phagosomes whose NADPH oxidase activity limits acidification and preserves epitopes. Cathepsins provide vacuolar processing, while the cytosolic arm routes antigen out through membranes for proteasome and immunoproteasome degradation, TAP-mediated transport, and loading onto MHC class I with calreticulin, tapasin, ERp57 and beta-2 microglobulin. SNARE and SEC61 components supply ER-derived machinery to the phagosome; Toll-like receptor signalling tunes the response.	description+name+genes	98	claude-opus-5	v4	current
reactome:R-HSA-1236977	Dendritic cells can present peptides from extracellular antigens on MHC class I, priming cytotoxic T cells against material the cell never synthesised itself. The endosomal/vacuolar route is one way this cross-presentation happens, and unlike the better-known cytosolic route it needs neither the proteasome nor TAP-mediated peptide transport: internalised protein is degraded by endosomal proteases, and the resulting peptides are loaded onto class I molecules directly within early and late endosomes. Cathepsin S and cathepsin L supply the proteolysis, an aminopeptidase trims peptide N-termini, and beta-2-microglobulin pairs with the classical and non-classical class I heavy chains that display the product. This matters for immunity to viruses that do not infect dendritic cells and for anti-tumour responses, and it explains why some epitopes survive only when processing stays out of the cytosol.	description+name+genes	11	claude-opus-5	v4	current
reactome:R-HSA-1236978	Dendritic cells can display peptides from antigens they took up from outside the cell on MHC class I, allowing CD8+ T cells to be primed against viruses and tumours that never infected the presenting cell itself. This route handles soluble exogenous antigens, which are captured less efficiently than particulate material and enter through selective receptors — the mannose receptor, langerin and the high-affinity IgG receptor FCGR1A — that deliver cargo into stable early endosomes rather than degradative lysosomes. From there antigen escapes to the cytosol and is trimmed by the proteasome; the 20S core, 19S regulatory subunits, the immunosubunits PSMB8, PSMB9 and PSMB10 and the PA28 activators PSME1/PSME2 generate peptides suited to class I loading. Without this pathway, cytotoxic responses to extracellular and cell-associated antigens, and cross-priming in antitumour immunity and vaccination, are lost.	description+name+genes	42	claude-opus-5	v4	current
reactome:R-HSA-1237044	In respiring tissues, red cells must load carbon dioxide and let go of oxygen, and this exchange is what makes systemic gas transport work. CO2 enters erythrocytes through aquaporin-1 and the Rh-associated glycoprotein channel, or is hydrated in plasma at the endothelial surface by membrane-anchored carbonic anhydrase IV; inside the cell, cytosolic carbonic anhydrases (chiefly CA2, with CA1) convert it rapidly to bicarbonate and protons. Bicarbonate leaves in exchange for chloride via the band 3 anion exchanger, while protons and CO2 bind histidines and N-terminal amino groups of haemoglobin, shifting it to a low-affinity conformation and promoting oxygen unloading — the Bohr effect. Cytochrome b5 reductases keep haem iron in the ferrous state so haemoglobin remains competent to bind oxygen. Loss of these activities gives methaemoglobinaemia, impaired acid-base buffering, or fragile, misshapen red cells.	description+name+genes	12	claude-opus-5	v4	current
reactome:R-HSA-1237112	Methionine salvage pathway regenerates methionine from 5'-methylthioadenosine, the sulfur-containing waste product released whenever cells make the polyamines spermidine and spermine. Because sulfur assimilation is energetically expensive, recycling this thioether lets cells sustain high polyamine synthesis and keep the S-adenosylmethionine pool available for methylation of DNA, RNA, proteins and small molecules. Six cytosolic reactions carry it out: a phosphorylase (MTAP) cleaves the nucleoside to 5-methylthioribose-1-phosphate, releasing adenine for purine salvage, then isomerase, dehydratase, enolase-phosphatase and dioxygenase steps convert the sugar to a 2-keto acid that is transaminated to methionine, largely by GOT1. Its clinical relevance is largely oncological: MTAP is co-deleted with CDKN2A in many tumours, and the resulting accumulation of the substrate creates a selective dependence exploited by PRMT5 and MAT2A inhibitors. The pathway also connects polyamine turnover to purine and one-carbon metabolism.	description+name+genes	6	claude-opus-5	v3	superseded
reactome:R-HSA-1237112	Polyamine synthesis consumes decarboxylated S-adenosylmethionine and leaves behind 5'-methylthioadenosine, a byproduct that must be disposed of and whose sulfur is too costly to discard. The methionine salvage pathway solves both problems, running six cytosolic reactions that regenerate methionine from the methylthio group while releasing adenine back into nucleotide salvage. MTAP begins the route by phosphorolysing the thioether nucleoside; isomerase, dehydratase-enolase-phosphatase and dioxygenase steps then rearrange and oxidise the ribose-derived carbon skeleton, and a transamination by GOT1 completes methionine. Because recycling here spares the energy of assimilating sulfate, the pathway ties polyamine metabolism to the cell's methylation capacity through the methionine-S-adenosylmethionine cycle. MTAP is co-deleted with CDKN2A in many tumours, and the resulting accumulation of methylthioadenosine creates a metabolic vulnerability exploited in cancer therapy.	description+name+genes	6	claude-opus-5	v4	current
reactome:R-HSA-1247673	In the pulmonary capillaries a red cell has well under a second to load oxygen and unload the carbon dioxide it carried from the tissues, and this exchange is what makes respiration possible. As haemoglobin, built from alpha and beta globin chains, binds oxygen it releases protons held on histidine residues and carbon dioxide bound as carbamate to its N-termini. Plasma bicarbonate enters the erythrocyte through the band 3 anion exchanger and is dehydrated by cytosolic carbonic anhydrases I and II to water and carbon dioxide, which leaves the cell passively through aquaporin 1 and the Rh-associated glycoprotein channel; endothelial carbonic anhydrase IV converts bicarbonate directly in the plasma. The same chemistry runs in reverse in tissue capillaries, coupling gas transport to blood pH buffering; defects in band 3 or globins cause haemolytic anaemias.	description+name+genes	8	claude-opus-5	v4	current
reactome:R-HSA-1250196	Growth factor signalling through ERBB2 converges on the adaptor SHC1 to switch on RAS and the RAF/MAP kinase cascade, driving proliferation and survival in epithelial, cardiac and neural tissues; amplified ERBB2 in breast and gastric cancer makes this route a major oncogenic output and a drug target. ERBB2 has no ligand of its own and acts as the preferred partner for EGFR, ERBB3 and ERBB4, which bind EGF-family and neuregulin ligands such as betacellulin, epiregulin, HB-EGF and NRG1-4. Dimerisation and trans-autophosphorylation create phosphotyrosine docking sites on the receptor C-tails; SHC1 binds, is itself phosphorylated, and recruits GRB2 with the exchange factor SOS1, which loads GTP onto HRAS, KRAS or NRAS. Protein kinase C isoforms and the phosphatase PTPN12 modulate receptor output, tuning signal strength and duration.	description+name+genes	22	claude-opus-5	v4	current
reactome:R-HSA-1250342	ERBB4 is a receptor tyrosine kinase for neuregulins and several EGF-family ligands, and one branch of its output is the recruitment of phosphoinositide 3-kinase to the activated receptor. This arm supports cell survival, migration and differentiation in the nervous system, heart and mammary epithelium, where neuregulin-ERBB4 signalling guides neuronal migration, synapse formation, cardiomyocyte maturation and lactational differentiation; disrupted signalling has been linked to cardiomyopathy and to schizophrenia risk. Ligands such as NRG1-NRG4, betacellulin, epiregulin and HB-EGF drive receptor dimerisation and trans-autophosphorylation. Only the CYT1 splice isoforms retain the C-terminal tyrosine that docks the PI3K regulatory subunit p85 alpha; the p110 alpha catalytic subunit is then brought in, and the assembled kinase converts PIP2 to PIP3 to activate AKT. CYT2 isoforms lack this site, so alternative splicing determines whether a cell couples ERBB4 to survival signalling at all.	description+name+genes	10	claude-opus-5	v4	current
reactome:R-HSA-1250347	Neuregulins and EGF-family ligands such as betacellulin, epiregulin and HB-EGF activate the receptor tyrosine kinase ERBB4, and one of the main routes out of the activated receptor is the adaptor SHC1, which converts receptor phosphorylation into RAS–MAP kinase signalling. This arm supports proliferation, survival and differentiation responses in neural, cardiac and mammary tissue, where neuregulin–ERBB4 signalling shapes synapse formation, heart development and lactational differentiation; disturbance of the axis is linked to schizophrenia susceptibility and to breast cancer. Mechanistically, ligand binding drives receptor dimerisation and autophosphorylation of C-terminal tyrosines that dock SHC1 through its phosphotyrosine-binding domain. ERBB4 then phosphorylates SHC1, creating a site for GRB2, which brings the exchange factor SOS1 to the membrane so that HRAS, KRAS or NRAS are loaded with GTP and the RAF–MEK–ERK cascade is engaged.	description+name+genes	14	claude-opus-5	v4	current
reactome:R-HSA-1251932	Growth factor receptors of the ERBB family can steer cells toward motility and calcium-dependent responses rather than simply proliferation, and the PLCG1 arm of ERBB2 signalling is how that branch is engaged. Ligand-bound EGFR pairs with ERBB2 as a heterodimer, and phospholipase C gamma 1 docks on specific phosphotyrosines in the receptor C-terminal tails, notably Y992 and Y1173 of EGFR. Once recruited and activated, PLCG1 hydrolyses phosphatidylinositol 4,5-bisphosphate to inositol trisphosphate and diacylglycerol, releasing calcium from intracellular stores and activating protein kinase C. The output feeds into actin remodelling, cell migration and secretion, and contributes to the invasive behaviour of ERBB2-amplified breast tumours. Because this route depends on heterodimer formation rather than ERBB2 alone, it illustrates how receptor partner choice determines which second messengers a growth signal produces.	description+name+genes	4	claude-opus-5	v4	current
reactome:R-HSA-1251985	The receptor tyrosine kinase ERBB4 can act directly in the nucleus as well as at the cell surface, and nuclear signaling by ERBB4 is how neuregulin ligands are converted into changes in gene expression rather than kinase cascades alone. Neuregulin or EGF-family binding to juxtamembrane-A isoforms triggers ectodomain shedding by ADAM17, followed by gamma-secretase cleavage (presenilins with nicastrin, APH1 and PSENEN) that liberates a soluble intracellular domain into the cytosol. This fragment shuttles transcription factors into the nucleus and serves as their co-factor: with TAB2 and the corepressor NCOR1 it suppresses astrocytic genes such as GFAP and S100B in neural precursors, with STAT5A it drives beta-casein transcription during lactation, and with estrogen receptor it promotes progesterone receptor and CXCL12 expression. Competing WW-domain partners YAP1 and the tumour suppressor WWOX set whether the fragment reaches the nucleus, linking this axis to mammary differentiation and breast cancer.	description+name+genes	32	claude-opus-5	v4	current
reactome:R-HSA-1253288	Signalling through the ERBB4 receptor tyrosine kinase, one of the EGF receptor family, is terminated by ubiquitin-dependent destruction of the receptor and its cleavage fragments, and this downregulation sets how much growth-factor input from neuregulins a cell converts into proliferation, differentiation or nuclear gene regulation. Excessive or unopposed ERBB4 signalling contributes to tumour growth, while the same restraint shapes heart and nervous system development where ERBB4 acts. WW-domain motifs in the receptor's cytoplasmic tail recruit the NEDD4-family E3 ligases WWP1, ITCH and NEDD4, which attach ubiquitin to intact ERBB4 and to its membrane-anchored and soluble intracellular cleavage products, routing them to proteasomal and lysosomal degradation. Ubiquitination of the soluble fragment limits the pool that can enter the nucleus to act as a transcriptional co-regulator. Binding by these ligases does not require receptor activation, and SRC-mediated phosphorylation modulates the outcome.	description+name+genes	9	claude-opus-5	v4	current
reactome:R-HSA-1257604	Growth factor receptors tell a cell to grow, take up nutrients and stay alive largely through this route, in which class IA PI3K converts PIP2 to the second messenger PIP3 and thereby activates AKT. Receptor tyrosine kinases for EGF, FGF, insulin, PDGF, HGF and SCF, together with adaptors such as GRB2, GAB1, IRS1/2 and PTPN11, relieve the p85 restraint on p110; PIP3 then recruits AKT to the membrane, where PDPK1 and the mTORC2 subunits RICTOR and MAPKAP1 phosphorylate its activation loop and hydrophobic motif. Active AKT inactivates FOXO transcription factors, BAD and GSK3, blocks TSC2 to switch on mTORC1 and drive protein synthesis, and restrains p53 via MDM2. The counterweights are prominent here: the lipid phosphatase PTEN, PHLPP and PP2A phosphatases, ubiquitin-proteasome control of PTEN, and microRNA and Polycomb repression of PTEN transcription. Loss of this braking, or activating PIK3CA mutation, makes the route one of the most frequently deregulated in cancer and in overgrowth syndromes.	description+name+genes	279	claude-opus-5	v4	current
